description	*Category	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Remove Rune - Ist		1				100	15	294	3		2	Z01	Z32						useitem				RB-High			-2	-2																					Z32																													r24																													0
Remove Rune - Gul		1				100	15	294	5		2	Z01	Z33						useitem				RB-High			-4	-4																					Z33																													r25																													0
Remove Rune - Vex		1				100	15	294	9		2	Z01	Z34						useitem				RB-High			-8	-8																					Z34																													r26																													0
Remove Rune - Ohm		1				100	15	294	17		2	Z01	Z35						useitem				RB-High			-16	-16																					Z35																													r27																													0
Remove Rune - Lo		1				100	15	294	33		2	Z01	Z36						useitem				RB-High			-32	-32																					Z36																													r28																													0
Remove Rune - Sur		1				100	15	294	65		2	Z01	Z37						useitem				RB-High			-64	-64																					Z37																													r29																													0
Remove Rune - Ber		1				100	15	294	129		2	Z01	Z38						useitem				RB-High			-128	-128																					Z38																													r30																													0
Remove Rune - Jah		1				100	15	294	257		2	Z01	Z39						useitem				RB-High			-256	-256																					Z39																													r31																													0
Remove Rune - Cham		1				100	15	294	513		2	Z01	Z40						useitem				RB-High			-512	-512																					Z40																													r32																													0
Remove Rune - Zod		1				100	15	294	1025		2	Z01	Z41						useitem				RB-High			-1024	-1024																					Z41																													r33																													0
Rune Cycle - El		1				100					1	Z09							Z10																																																																																							0
Rune Cycle - Eld		1				100					1	Z10							Z11																																																																																							0
Rune Cycle - Tir		1				100					1	Z11							Z12																																																																																							0
Rune Cycle - Nef		1				100					1	Z12							Z13																																																																																							0
Rune Cycle - Eth		1				100					1	Z13							Z14																																																																																							0
Rune Cycle - Ith		1				100					1	Z14							Z15																																																																																							0
Rune Cycle - Tal		1				100					1	Z15							Z16																																																																																							0
Rune Cycle - Ral		1				100					1	Z16							Z17																																																																																							0
Rune Cycle - Ort		1				100					1	Z17							Z18																																																																																							0
Rune Cycle - Thul		1				100					1	Z18							Z19																																																																																							0
Rune Cycle - Amn		1				100					1	Z19							Z20																																																																																							0
Rune Cycle - Sol		1				100					1	Z20							Z21																																																																																							0
Rune Cycle - Shael		1				100					1	Z21							Z22																																																																																							0
Rune Cycle - El		1				100					1	Z22							Z23																																																																																							0
Rune Cycle - El		1				100					1	Z23							Z24																																																																																							0
Rune Cycle - El		1				100					1	Z24							Z25																																																																																							0
Rune Cycle - El		1				100					1	Z25							Z26																																																																																							0
Rune Cycle - El		1				100					1	Z26							Z27																																																																																							0
Rune Cycle - El		1				100					1	Z27							Z28																																																																																							0
Rune Cycle - El		1				100					1	Z28							Z29																																																																																							0
Rune Cycle - El		1				100					1	Z29							Z30																																																																																							0
Rune Cycle - El		1				100					1	Z30							Z31																																																																																							0
Rune Cycle - El		1				100					1	Z31							Z32																																																																																							0
Rune Cycle - El		1				100					1	Z32							Z33																																																																																							0
Rune Cycle - El		1				100					1	Z33							Z34																																																																																							0
Rune Cycle - El		1				100					1	Z34							Z35																																																																																							0
Rune Cycle - El		1				100					1	Z35							Z36																																																																																							0
Rune Cycle - El		1				100					1	Z36							Z37																																																																																							0
Rune Cycle - El		1				100					1	Z37							Z38																																																																																							0
Rune Cycle - El		1				100					1	Z38							Z39																																																																																							0
Rune Cycle - El		1				100					1	Z39							Z40																																																																																							0
Rune Cycle - El		1				100					1	Z40							Z41																																																																																							0
Rune Cycle - El		1				100					1	Z41							Z09																																																																																							0
																																																																																																										0
																																																																																																										0
---Convert Rune Points---																																																																																																										0
																																																																																																										0
																																																																																																										0
Rune Convert - Low -> Mid		1				100	15	292	2049		2	Z01	Z48						useitem				RB-Low			-2048	-2048	RB-Mid			1	1																Z48																																																										0
Rune Convert - Mid -> High		1				100	15	293	2049		2	Z01	Z49						useitem				RB-Mid			-2048	-2048	RB-High			1	1																Z49																																																										0
Rune Convert - Low <- Mid		1				100	15	293	2		2	Z01	Z50						useitem				RB-Low			2048	2048	RB-Mid			-1	-1																Z50																																																										0
Rune Convert - Mid <- High		1				100	15	294	2		2	Z01	Z51						useitem				RB-Mid			2048	2048	RB-High			-1	-1																Z51																																																										0
Rune Convert Cycle		1				100					1	Z48							Z49																																																																																							0
Rune Convert Cycle		1				100					1	Z49							Z50																																																																																							0
Rune Convert Cycle		1				100					1	Z50							Z51																																																																																							0
Rune Convert Cycle		1				100					1	Z51							Z48																																																																																							0
																																																																																																										0
																																																																																																										0
---Deposit Gems into Bag---																																																																																																										0
																																																																																																										0
																																																																																																										0
Add Gem x1		1				100					2	Z01	gem						useitem				GB-Total			1	1																																																																															0
Add Gem x2		1				100					3	Z01	"gem,qty=2"						useitem				GB-Total			2	2																																																																															0
Add Gem x3		1				100					4	Z01	"gem,qty=3"						useitem				GB-Total			3	3																																																																															0
Add Gem x4		1				100					5	Z01	"gem,qty=4"						useitem				GB-Total			4	4																																																																															0
Add Gem x5		1				100					6	Z01	"gem,qty=5"						useitem				GB-Total			5	5																																																																															0
Add Gem x6		1				100					7	Z01	"gem,qty=6"						useitem				GB-Total			6	6																																																																															0
Add Gem x7		1				100					8	Z01	"gem,qty=7"						useitem				GB-Total			7	7																																																																															0
Add Gem x8		1				100					9	Z01	"gem,qty=8"						useitem				GB-Total			8	8																																																																															0
Add Gem x9		1				100					10	Z01	"gem,qty=9"						useitem				GB-Total			9	9																																																																															0
Add Gem x10		1				100					11	Z01	"gem,qty=10"						useitem				GB-Total			10	10																																																																															0
Add Gem x11		1				100					12	Z01	"gem,qty=11"						useitem				GB-Total			11	11																																																																															0
Add Gem x12		1				100					13	Z01	"gem,qty=12"						useitem				GB-Total			12	12																																																																															0
Add Gem x13		1				100					14	Z01	"gem,qty=13"						useitem				GB-Total			13	13																																																																															0
Add Gem x14		1				100					15	Z01	"gem,qty=14"						useitem				GB-Total			14	14																																																																															0
Add Gem x15		1				100					16	Z01	"gem,qty=15"						useitem				GB-Total			15	15																																																																															0
Add Gem x16		1				100					17	Z01	"gem,qty=16"						useitem				GB-Total			16	16																																																																															0
Add Gem x17		1				100					18	Z01	"gem,qty=17"						useitem				GB-Total			17	17																																																																															0
Add Gem x18		1				100					19	Z01	"gem,qty=18"						useitem				GB-Total			18	18																																																																															0
Add Gem x19		1				100					20	Z01	"gem,qty=19"						useitem				GB-Total			19	19																																																																															0
Add Gem x20		1				100					21	Z01	"gem,qty=20"						useitem				GB-Total			20	20																																																																															0
Add Gem x21		1				100					22	Z01	"gem,qty=21"						useitem				GB-Total			21	21																																																																															0
Add Gem x22		1				100					23	Z01	"gem,qty=22"						useitem				GB-Total			22	22																																																																															0
Add Gem x23		1				100					24	Z01	"gem,qty=23"						useitem				GB-Total			23	23																																																																															0
Add Gem x24		1				100					25	Z01	"gem,qty=24"						useitem				GB-Total			24	24																																																																															0
Add Gem x25		1				100					26	Z01	"gem,qty=25"						useitem				GB-Total			25	25																																																																															0
Add Gem x26		1				100					27	Z01	"gem,qty=26"						useitem				GB-Total			26	26																																																																															0
Add Gem x27		1				100					28	Z01	"gem,qty=27"						useitem				GB-Total			27	27																																																																															0
Add Gem x28		1				100					29	Z01	"gem,qty=28"						useitem				GB-Total			28	28																																																																															0
Add Gem x29		1				100					30	Z01	"gem,qty=29"						useitem				GB-Total			29	29																																																																															0
Add Gem x30		1				100					31	Z01	"gem,qty=30"						useitem				GB-Total			30	30																																																																															0
Add Gem x31		1				100					32	Z01	"gem,qty=31"						useitem				GB-Total			31	31																																																																															0
Add Gem x32		1				100					33	Z01	"gem,qty=32"						useitem				GB-Total			32	32																																																																															0
Add Gem x33		1				100					34	Z01	"gem,qty=33"						useitem				GB-Total			33	33																																																																															0
Add Gem x34		1				100					35	Z01	"gem,qty=34"						useitem				GB-Total			34	34																																																																															0
Add Gem x35		1				100					36	Z01	"gem,qty=35"						useitem				GB-Total			35	35																																																																															0
Add Gem x36		1				100					37	Z01	"gem,qty=36"						useitem				GB-Total			36	36																																																																															0
Add Gem x37		1				100					38	Z01	"gem,qty=37"						useitem				GB-Total			37	37																																																																															0
Add Gem x38		1				100					39	Z01	"gem,qty=38"						useitem				GB-Total			38	38																																																																															0
Add Gem x39		1				100					40	Z01	"gem,qty=39"						useitem				GB-Total			39	39																																																																															0
Add Gem x40		1				100					41	Z01	"gem,qty=40"						useitem				GB-Total			40	40																																																																															0
Add Gem x41		1				100					42	Z01	"gem,qty=41"						useitem				GB-Total			41	41																																																																															0
Add Gem x42		1				100					43	Z01	"gem,qty=42"						useitem				GB-Total			42	42																																																																															0
Add Gem x43		1				100					44	Z01	"gem,qty=43"						useitem				GB-Total			43	43																																																																															0
Add Gem x44		1				100					45	Z01	"gem,qty=44"						useitem				GB-Total			44	44																																																																															0
Add Gem x45		1				100					46	Z01	"gem,qty=45"						useitem				GB-Total			45	45																																																																															0
Add Gem x46		1				100					47	Z01	"gem,qty=46"						useitem				GB-Total			46	46																																																																															0
Add Gem x47		1				100					48	Z01	"gem,qty=47"						useitem				GB-Total			47	47																																																																															0
Add Gem x48		1				100					49	Z01	"gem,qty=48"						useitem				GB-Total			48	48																																																																															0
Add Gem x49		1				100					50	Z01	"gem,qty=49"						useitem				GB-Total			49	49																																																																															0
Add Gem x50		1				100					51	Z01	"gem,qty=50"						useitem				GB-Total			50	50																																																																															0
Add Gem Vein		1				100					2	Z01	y33						useitem				GB-Total			20	20																																																																															0
																																																																																																										0
																																																																																																										0
---Remove/Cycle Gems---																																																																																																										0
																																																																																																										0
																																																																																																										0
Remove Gem - Amethyst		1				100	15	291	2		2	Z01	Z02						useitem				GB-Total			-1	-1																					Z02																													gpv																													0
Remove Gem - Topaz		1				100	15	291	2		2	Z01	Z03						useitem				GB-Total			-1	-1																					Z03																													gpy																													0
Remove Gem - Sapphire		1				100	15	291	2		2	Z01	Z04						useitem				GB-Total			-1	-1																					Z04																													gpb																													0
Remove Gem - Emerald		1				100	15	291	2		2	Z01	Z05						useitem				GB-Total			-1	-1																					Z05																													gpg																													0
Remove Gem - Ruby		1				100	15	291	2		2	Z01	Z06						useitem				GB-Total			-1	-1																					Z06																													gpr																													0
Remove Gem - Diamond		1				100	15	291	2		2	Z01	Z07						useitem				GB-Total			-1	-1																					Z07																													gpw																													0
Remove Gem - Skull		1				100	15	291	2		2	Z01	Z08						useitem				GB-Total			-1	-1																					Z08																													skz																													0
Cycle Gem Remover - Amethyst		1				100					1	Z02							Z03																																																																																							0
Cycle Gem Remover - Amethyst		1				100					1	Z03							Z04																																																																																							0
Cycle Gem Remover - Amethyst		1				100					1	Z04							Z05																																																																																							0
Cycle Gem Remover - Amethyst		1				100					1	Z05							Z06																																																																																							0
Cycle Gem Remover - Amethyst		1				100					1	Z06							Z07																																																																																							0
Cycle Gem Remover - Amethyst		1				100					1	Z07							Z08																																																																																							0
Cycle Gem Remover - Amethyst		1				100					1	Z08							Z02																																																																																							0
																																																																																																										0
																																																																																																										0
---Deposit Keys into Bag---																																																																																																										0
																																																																																																										0
																																																																																																										0
Add Key - Terror		1				100					2	Z01	pk1						useitem				KB-Terror			1	1																																																																															0
Add Key - Terror x2		1				100					3	Z01	"pk1,qty=2"						useitem				KB-Terror			2	2																																																																															0
Add Key - Terror x3		1				100					4	Z01	"pk1,qty=3"						useitem				KB-Terror			3	3																																																																															0
Add Key - Terror x4		1				100					5	Z01	"pk1,qty=4"						useitem				KB-Terror			4	4																																																																															0
Add Key - Terror x5		1				100					6	Z01	"pk1,qty=5"						useitem				KB-Terror			5	5																																																																															0
Add Key - Terror x6		1				100					7	Z01	"pk1,qty=6"						useitem				KB-Terror			6	6																																																																															0
Add Key - Terror x7		1				100					8	Z01	"pk1,qty=7"						useitem				KB-Terror			7	7																																																																															0
Add Key - Terror x8		1				100					9	Z01	"pk1,qty=8"						useitem				KB-Terror			8	8																																																																															0
Add Key - Terror x9		1				100					10	Z01	"pk1,qty=9"						useitem				KB-Terror			9	9																																																																															0
Add Key - Terror x10		1				100					11	Z01	"pk1,qty=10"						useitem				KB-Terror			10	10																																																																															0
Add Key - Hate		1				100					2	Z01	pk2						useitem				KB-Hate			1	1																																																																															0
Add Key - Hate x2		1				100					3	Z01	"pk2,qty=2"						useitem				KB-Hate			2	2																																																																															0
Add Key - Hate x3		1				100					4	Z01	"pk2,qty=3"						useitem				KB-Hate			3	3																																																																															0
Add Key - Hate x4		1				100					5	Z01	"pk2,qty=4"						useitem				KB-Hate			4	4																																																																															0
Add Key - Hate x5		1				100					6	Z01	"pk2,qty=5"						useitem				KB-Hate			5	5																																																																															0
Add Key - Hate x6		1				100					7	Z01	"pk2,qty=6"						useitem				KB-Hate			6	6																																																																															0
Add Key - Hate x7		1				100					8	Z01	"pk2,qty=7"						useitem				KB-Hate			7	7																																																																															0
Add Key - Hate x8		1				100					9	Z01	"pk2,qty=8"						useitem				KB-Hate			8	8																																																																															0
Add Key - Hate x9		1				100					10	Z01	"pk2,qty=9"						useitem				KB-Hate			9	9																																																																															0
Add Key - Hate x10		1				100					11	Z01	"pk2,qty=10"						useitem				KB-Hate			10	10																																																																															0
Add Key - Destruction		1				100					2	Z01	pk3						useitem				KB-Dest			1	1																																																																															0
Add Key - Destruction x2		1				100					3	Z01	"pk3,qty=2"						useitem				KB-Dest			2	2																																																																															0
Add Key - Destruction x3		1				100					4	Z01	"pk3,qty=3"						useitem				KB-Dest			3	3																																																																															0
Add Key - Destruction x4		1				100					5	Z01	"pk3,qty=4"						useitem				KB-Dest			4	4																																																																															0
Add Key - Destruction x5		1				100					6	Z01	"pk3,qty=5"						useitem				KB-Dest			5	5																																																																															0
Add Key - Destruction x6		1				100					7	Z01	"pk3,qty=6"						useitem				KB-Dest			6	6																																																																															0
Add Key - Destruction x7		1				100					8	Z01	"pk3,qty=7"						useitem				KB-Dest			7	7																																																																															0
Add Key - Destruction x8		1				100					9	Z01	"pk3,qty=8"						useitem				KB-Dest			8	8																																																																															0
Add Key - Destruction x9		1				100					10	Z01	"pk3,qty=9"						useitem				KB-Dest			9	9																																																																															0
Add Key - Destruction x10		1				100					11	Z01	"pk3,qty=10"						useitem				KB-Dest			10	10																																																																															0
																																																																																																										0
																																																																																																										0
---Remove/Cycle Keys---																																																																																																										0
																																																																																																										0
																																																																																																										0
Remove Key - Terror		1				100	15	295	2		2	Z01	Z42						useitem				KB-Terror			-1	-1																					Z42																													pk1																													0
Remove Key - Hate		1				100	15	296	2		2	Z01	Z43						useitem				KB-Hate			-1	-1																					Z43																													pk2																													0
Remove Key - Destruction		1				100	15	297	2		2	Z01	Z44						useitem				KB-Dest			-1	-1																					Z44																													pk3																													0
Key Cycle - Terror		1				100					1	Z42							Z43																																																																																							0
Key Cycle - Hate		1				100					1	Z43							Z44																																																																																							0
Key Cycle - Destruction		1				100					1	Z44							Z45																																																																																							0
																																																																																																										0
																																																																																																										0
---Deposit Organs into Bag---																																																																																																										0
																																																																																																										0
																																																																																																										0
Add Organ - Diablo		1				100					2	Z01	dhn						useitem				OB-Diablo			1	1																																																																															0
Add Organ - Diablo x2		1				100					3	Z01	"dhn,qty=2"						useitem				OB-Diablo			2	2																																																																															0
Add Organ - Diablo x3		1				100					4	Z01	"dhn,qty=3"						useitem				OB-Diablo			3	3																																																																															0
Add Organ - Diablo x4		1				100					5	Z01	"dhn,qty=4"						useitem				OB-Diablo			4	4																																																																															0
Add Organ - Diablo x5		1				100					6	Z01	"dhn,qty=5"						useitem				OB-Diablo			5	5																																																																															0
Add Organ - Diablo x6		1				100					7	Z01	"dhn,qty=6"						useitem				OB-Diablo			6	6																																																																															0
Add Organ - Diablo x7		1				100					8	Z01	"dhn,qty=7"						useitem				OB-Diablo			7	7																																																																															0
Add Organ - Diablo x8		1				100					9	Z01	"dhn,qty=8"						useitem				OB-Diablo			8	8																																																																															0
Add Organ - Diablo x9		1				100					10	Z01	"dhn,qty=9"						useitem				OB-Diablo			9	9																																																																															0
Add Organ - Diablo x10		1				100					11	Z01	"dhn,qty=10"						useitem				OB-Diablo			10	10																																																																															0
Add Organ - Baal		1				100					2	Z01	bey						useitem				OB-Baal			1	1																																																																															0
Add Organ - Baal x2		1				100					3	Z01	"bey,qty=2"						useitem				OB-Baal			2	2																																																																															0
Add Organ - Baal x3		1				100					4	Z01	"bey,qty=3"						useitem				OB-Baal			3	3																																																																															0
Add Organ - Baal x4		1				100					5	Z01	"bey,qty=4"						useitem				OB-Baal			4	4																																																																															0
Add Organ - Baal x5		1				100					6	Z01	"bey,qty=5"						useitem				OB-Baal			5	5																																																																															0
Add Organ - Baal x6		1				100					7	Z01	"bey,qty=6"						useitem				OB-Baal			6	6																																																																															0
Add Organ - Baal x7		1				100					8	Z01	"bey,qty=7"						useitem				OB-Baal			7	7																																																																															0
Add Organ - Baal x8		1				100					9	Z01	"bey,qty=8"						useitem				OB-Baal			8	8																																																																															0
Add Organ - Baal x9		1				100					10	Z01	"bey,qty=9"						useitem				OB-Baal			9	9																																																																															0
Add Organ - Baal x10		1				100					11	Z01	"bey,qty=10"						useitem				OB-Baal			10	10																																																																															0
Add Organ - Mephisto		1				100					2	Z01	mbr						useitem				OB-Meph			1	1																																																																															0
Add Organ - Mephisto x2		1				100					3	Z01	"mbr,qty=2"						useitem				OB-Meph			2	2																																																																															0
Add Organ - Mephisto x3		1				100					4	Z01	"mbr,qty=3"						useitem				OB-Meph			3	3																																																																															0
Add Organ - Mephisto x4		1				100					5	Z01	"mbr,qty=4"						useitem				OB-Meph			4	4																																																																															0
Add Organ - Mephisto x5		1				100					6	Z01	"mbr,qty=5"						useitem				OB-Meph			5	5																																																																															0
Add Organ - Mephisto x6		1				100					7	Z01	"mbr,qty=6"						useitem				OB-Meph			6	6																																																																															0
Add Organ - Mephisto x7		1				100					8	Z01	"mbr,qty=7"						useitem				OB-Meph			7	7																																																																															0
Add Organ - Mephisto x8		1				100					9	Z01	"mbr,qty=8"						useitem				OB-Meph			8	8																																																																															0
Add Organ - Mephisto x9		1				100					10	Z01	"mbr,qty=9"						useitem				OB-Meph			9	9																																																																															0
Add Organ - Mephisto x10		1				100					11	Z01	"mbr,qty=10"						useitem				OB-Meph			10	10																																																																															0
																																																																																																										0
																																																																																																										0
---Remove/Cycle Organs---																																																																																																										0
																																																																																																										0
																																																																																																										0
Remove Organ - Diablo		1				100	15	298	2		2	Z01	Z45						useitem				OB-Diablo			-1	-1																					Z45																													dhn																													0
Remove Organ - Baal		1				100	15	299	2		2	Z01	Z46						useitem				OB-Baal			-1	-1																					Z46																													bey																													0
Remove Organ - Mephisto		1				100	15	300	2		2	Z01	Z47						useitem				OB-Meph			-1	-1																					Z47																													mbr																													0
Organ Cycle - Diablo		1				100					1	Z45							Z46																																																																																							0
Organ Cycle - Baal		1				100					1	Z46							Z47																																																																																							0
Organ Cycle - Mephisto		1				100					1	Z47							Z42																																																																																							0
																																																																																																										0
																																																																																																										0
---Deposit Unique Cores into Bag---																																																																																																										0
																																																																																																										0
																																																																																																										0
Deposit Unique Item - Armor	General	1				100					2	Z01	armo,uni						useitem				ucore			1	1																																																																															0
Deposit Unique Item - Armor	General	1				100					3	Z01	armo,uni,qty=2						useitem				ucore			2	2																																																																															0
Deposit Unique Item - Armor	General	1				100					4	Z01	armo,uni,qty=3						useitem				ucore			3	3																																																																															0
Deposit Unique Item - Armor	General	1				100					5	Z01	armo,uni,qty=4						useitem				ucore			4	4																																																																															0
Deposit Unique Item - Armor	General	1				100					6	Z01	armo,uni,qty=5						useitem				ucore			5	5																																																																															0
Deposit Unique Item - Armor	General	1				100					7	Z01	armo,uni,qty=6						useitem				ucore			6	6																																																																															0
Deposit Unique Item - Armor	General	1				100					8	Z01	armo,uni,qty=7						useitem				ucore			7	7																																																																															0
Deposit Unique Item - Armor	General	1				100					9	Z01	armo,uni,qty=8						useitem				ucore			8	8																																																																															0
Deposit Unique Item - Armor	General	1				100					10	Z01	armo,uni,qty=9						useitem				ucore			9	9																																																																															0
Deposit Unique Item - Armor	General	1				100					11	Z01	armo,uni,qty=10						useitem				ucore			10	10																																																																															0
Deposit Unique Item - Armor	General	1				100					12	Z01	armo,uni,qty=11						useitem				ucore			11	11																																																																															0
Deposit Unique Item - Armor	General	1				100					13	Z01	armo,uni,qty=12						useitem				ucore			12	12																																																																															0
Deposit Unique Item - Armor	General	1				100					14	Z01	armo,uni,qty=13						useitem				ucore			13	13																																																																															0
Deposit Unique Item - Armor	General	1				100					15	Z01	armo,uni,qty=14						useitem				ucore			14	14																																																																															0
Deposit Unique Item - Armor	General	1				100					16	Z01	armo,uni,qty=15						useitem				ucore			15	15																																																																															0
Deposit Unique Item - Armor	General	1				100					17	Z01	armo,uni,qty=16						useitem				ucore			16	16																																																																															0
Deposit Unique Item - Armor	General	1				100					18	Z01	armo,uni,qty=17						useitem				ucore			17	17																																																																															0
Deposit Unique Item - Armor	General	1				100					19	Z01	armo,uni,qty=18						useitem				ucore			18	18																																																																															0
Deposit Unique Item - Armor	General	1				100					20	Z01	armo,uni,qty=19						useitem				ucore			19	19																																																																															0
Deposit Unique Item - Armor	General	1				100					21	Z01	armo,uni,qty=20						useitem				ucore			20	20																																																																															0
Deposit Unique Item - Armor	General	1				100					22	Z01	armo,uni,qty=21						useitem				ucore			21	21																																																																															0
Deposit Unique Item - Armor	General	1				100					23	Z01	armo,uni,qty=22						useitem				ucore			22	22																																																																															0
Deposit Unique Item - Armor	General	1				100					24	Z01	armo,uni,qty=23						useitem				ucore			23	23																																																																															0
Deposit Unique Item - Armor	General	1				100					25	Z01	armo,uni,qty=24						useitem				ucore			24	24																																																																															0
Deposit Unique Item - Armor	General	1				100					26	Z01	armo,uni,qty=25						useitem				ucore			25	25																																																																															0
Deposit Unique Item - Armor	General	1				100					27	Z01	armo,uni,qty=26						useitem				ucore			26	26																																																																															0
Deposit Unique Item - Armor	General	1				100					28	Z01	armo,uni,qty=27						useitem				ucore			27	27																																																																															0
Deposit Unique Item - Armor	General	1				100					29	Z01	armo,uni,qty=28						useitem				ucore			28	28																																																																															0
Deposit Unique Item - Armor	General	1				100					30	Z01	armo,uni,qty=29						useitem				ucore			29	29																																																																															0
Deposit Unique Item - Armor	General	1				100					31	Z01	armo,uni,qty=30						useitem				ucore			30	30																																																																															0
Deposit Unique Item - Armor	General	1				100					32	Z01	armo,uni,qty=31						useitem				ucore			31	31																																																																															0
Deposit Unique Item - Armor	General	1				100					33	Z01	armo,uni,qty=32						useitem				ucore			32	32																																																																															0
Deposit Unique Item - Armor	General	1				100					34	Z01	armo,uni,qty=33						useitem				ucore			33	33																																																																															0
Deposit Unique Item - Armor	General	1				100					35	Z01	armo,uni,qty=34						useitem				ucore			34	34																																																																															0
Deposit Unique Item - Armor	General	1				100					36	Z01	armo,uni,qty=35						useitem				ucore			35	35																																																																															0
Deposit Unique Item - Armor	General	1				100					37	Z01	armo,uni,qty=36						useitem				ucore			36	36																																																																															0
Deposit Unique Item - Armor	General	1				100					38	Z01	armo,uni,qty=37						useitem				ucore			37	37																																																																															0
Deposit Unique Item - Armor	General	1				100					39	Z01	armo,uni,qty=38						useitem				ucore			38	38																																																																															0
Deposit Unique Item - Armor	General	1				100					40	Z01	armo,uni,qty=39						useitem				ucore			39	39																																																																															0
Deposit Unique Item - Armor	General	1				100					41	Z01	armo,uni,qty=40						useitem				ucore			40	40																																																																															0
Deposit Unique Item - Armor	General	1				100					42	Z01	armo,uni,qty=41						useitem				ucore			41	41																																																																															0
Deposit Unique Item - Armor	General	1				100					43	Z01	armo,uni,qty=42						useitem				ucore			42	42																																																																															0
Deposit Unique Item - Armor	General	1				100					44	Z01	armo,uni,qty=43						useitem				ucore			43	43																																																																															0
Deposit Unique Item - Armor	General	1				100					45	Z01	armo,uni,qty=44						useitem				ucore			44	44																																																																															0
Deposit Unique Item - Armor	General	1				100					46	Z01	armo,uni,qty=45						useitem				ucore			45	45																																																																															0
Deposit Unique Item - Armor	General	1				100					47	Z01	armo,uni,qty=46						useitem				ucore			46	46																																																																															0
Deposit Unique Item - Armor	General	1				100					48	Z01	armo,uni,qty=47						useitem				ucore			47	47																																																																															0
Deposit Unique Item - Armor	General	1				100					49	Z01	armo,uni,qty=48						useitem				ucore			48	48																																																																															0
Deposit Unique Item - Armor	General	1				100					50	Z01	armo,uni,qty=49						useitem				ucore			49	49																																																																															0
Deposit Unique Item - Armor	General	1				100					51	Z01	armo,uni,qty=50						useitem				ucore			50	50																																																																															0
Deposit Unique Item - Weapon	General	1				100					2	Z01	weap,uni						useitem				ucore			1	1																																																																															0
Deposit Unique Item - Weapon	General	1				100					3	Z01	weap,uni,qty=2						useitem				ucore			2	2																																																																															0
Deposit Unique Item - Weapon	General	1				100					4	Z01	weap,uni,qty=3						useitem				ucore			3	3																																																																															0
Deposit Unique Item - Weapon	General	1				100					5	Z01	weap,uni,qty=4						useitem				ucore			4	4																																																																															0
Deposit Unique Item - Weapon	General	1				100					6	Z01	weap,uni,qty=5						useitem				ucore			5	5																																																																															0
Deposit Unique Item - Weapon	General	1				100					7	Z01	weap,uni,qty=6						useitem				ucore			6	6																																																																															0
Deposit Unique Item - Weapon	General	1				100					8	Z01	weap,uni,qty=7						useitem				ucore			7	7																																																																															0
Deposit Unique Item - Weapon	General	1				100					9	Z01	weap,uni,qty=8						useitem				ucore			8	8																																																																															0
Deposit Unique Item - Weapon	General	1				100					10	Z01	weap,uni,qty=9						useitem				ucore			9	9																																																																															0
Deposit Unique Item - Weapon	General	1				100					11	Z01	weap,uni,qty=10						useitem				ucore			10	10																																																																															0
