name	type	type2	code	alternategfx	namestr	version	compactsave	rarity	spawnable	Transmogrify	TMogType	TMogMin	TMogMax	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	magic lvl	auto prefix	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	*comment	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	diablocloneweight	spelldesc	spelldescstr	calc1	spelldesccalc	spelldesccolor
Tabar	axe	2wpn	9bt	btx	9bt	0		4	1	0	xxx			0	0		1	30	97	0	0	1	10	100		101		50		42	1	25	3269	39022			btx	9bt	7bt	stf	stf	5	2hsl	2	3					flpbtx	invbtx	inv9btu	inv9btu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0		4	ItemTypeAxe2	10		
Gothic Axe	axe	2wpn	9ga	btx	9ga	0		4	1	0	xxx			0	0		1	44	100	0	0	2	-10	125		125		63		46	1	25	4838	60742		317	gax	9ga	7ga	stf	stf	5	2hsl	2	4					flpgax	invgax	invgaxu	invgaxu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeAxe4	-10		
Ancient Axe	axe	2wpn	9gi	gix	9gi	0		4	1	0	xxx			0	0		1	63	113	0	0	3	10	125		150		63		51	1	25	6024	82406		317	gix	9gi	7gi	stf	stf	5	2hsl	2	3					flpgix	invgix	inv9giu	inv9giu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeAxe2	10		
Burnt Wand	nwnd	2wpn	9wn	wnd	9wn	0		1	1	0	xxx			10	23			0	0	0	0			100		25		19		31	1	19	732	9273	1	312	wnd	9wn	7wn	1hs	1hs	5	1hss	1	2					flpwnd	invwnd			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeWand3			
Petrified Wand	nwnd	2wpn	9yw	ywn	9yw	0		1	1	0	xxx			10	30			0	0	0	0		10	100		25		19		38	1	25	2028	23566	1	312	ywn	9yw	7yw	1hs	1hs	5	1hss	1	2					flpywn	invywn			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeWand2	10		
Tomb Wand	nwnd	2wpn	9bw	bwn	9bw	0		1	1	0	xxx			13	28			0	0	0	0		-20	100		25		19		43	1	25	3350	40817	1	312	bwn	9bw	7bw	1hs	1hs	5	1hss	1	2					flpbwn	invbwn	invbwnu	invbwnu	1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeWand5	-20		
Grave Wand	nwnd	2wpn	9gw	bwn	9gw	0		1	1	0	xxx			17	37			0	0	0	0			100		25		19		49	1	25	5275	70021	1	312	gwn	9gw	7gw	1hs	1hs	5	1hss	1	2					flpgwn	invgwn	inv9gwu	inv9gwu	1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeWand3			
Cudgel	bran	2wpn	9cl	clb	9cl	0		1	1	0	xxx			8	27			0	0	0	0		-10	100		25		30		30	1	18	317	5876		363	clb	9cl	7cl	1hs	1hs	5	club	1	3					flpclb	invclb	invclbu	invclbu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0		4	ItemTypeBranch4	-10		
Rune Scepter	pscp	2wpn	9sc	mac	9sc	0		2	1	0	xxx			17	30			0	0	0	0			100		58		63		31	1	19	1080	11970		313	scp	9sc	7sc	1hs	1hs	5	club	1	3					flpscp	invscp			1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeScepter3			
Holy Water Sprinkler	pscp	2wpn	9qs	mac	9qs	0		4	1	0	xxx			18	45			0	0	0	0	1	10	100		76		75		40	1	25	2902	33516		313	gsc	9qs	7qs	1hs	1hs	5	club	1	3					flpgsc	invgsc			1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeScepter2	10		
Divine Scepter	pscp	2wpn	9ws	whm	9ws	0		4	1	0	xxx			20	48			0	0	0	0	1	-10	100		103		88		45	1	25	5815	70421		313	wsp	9ws	7ws	1hs	1hs	5	club	2	3					flpwsp	invwsp			1	6	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeScepter4	-10		
Barbed Club	bran	2wpn	9sp	clb	9sp	0		3	1	0	xxx			17	32			0	0	0	0	1		100		30		45		32	1	20	780	9940			spc	9sp	7sp	1hs	1hs	5	1hsl	1	3					flpspc	invspc	invspcu	invspcu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeClub3			
Flanged Mace	mace	2wpn	9ma	mac	9ma	0		4	1	0	xxx			19	29			0	0	0	0			100		61		75		35	1	23	1351	15823		356	mac	9ma	7ma	1hs	1hs	5	1hsl	1	3					flpmac	invmac			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeMace3			
Jagged Star	mace	2wpn	9mt	mac	9mt	0		4	1	0	xxx			25	39			0	0	0	0	1	10	100		74		90		39	1	25	2266	26490		356	mst	9mt	7mt	1hs	1hs	5	1hsl	1	3					flpmst	invmst	invmstu	invmstu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeMace2	10		
Knout	mace	2wpn	9fl	fla	9fl	0		4	1	0	xxx			17	44			0	0	0	0	2	-10	100		82	73	38		43	1	25	3629	43810		356	fla	9fl	7fl	1hs	1hs	5	1hsl	2	3					flpfla	invfla			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeMace4	-10		
Battle Hammer	hamm	2wpn	9wh	whm	9wh	0		4	1	0	xxx			44	73			0	0	0	0		20	125		100		69		48	1	25	5234	68113			whm	9wh	7wh	1hs	1hs	5	1hsl	2	3					flpwhm	invwhm			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			178	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeHammer1	20		
War Club	hamm	2wpn	9m9	mau	9m9	0		4	1	0	xxx			0	0		1	75	107	0	0	1	10	130		150		75		45	1	25	4248	52790		318	mau	9m9	7m7	stf	stf	5	2hsl	2	4					flpmau	invmau			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeHammer2	10		
Martel de Fer	hamm	2wpn	9gm	mau	9gm	0		3	1	0	xxx			0	0		1	94	138	0	0	2	20	130		180		75		53	1	25	7956	111217		318	gma	9gm	7gm	stf	stf	5	2hsl	2	3					flpgma	invgma	inv9gmu	inv9gmu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeHammer1	20		
Gladius	swor	2wpn	9ss	ssd	9ss	0		3	1	0	xxx			10	28			0	0	0	0			85		25		30		30	1	18	413	6596			ssd	9ss	7ss	1hs	1hs	5	1hsl	1	3					flpssd	invssd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword3			
Cutlass	swor	2wpn	9sm	scm	9sm	0		3	1	0	xxx			10	27			0	0	0	0		-20	80	60	25	52	28		43	1	25	898	14449			scm	9sm	7sm	1hs	1hs	5	1hsl	1	3					flpscm	invscm	invscmu	invscmu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword5	-20		
Shamshir	swor	2wpn	9sb	scm	9sb	0		3	1	0	xxx			13	30			0	0	0	0		-10	70	70	58	58	40		35	1	23	1358	15886			sbr	9sb	7sb	1hs	1hs	5	1hsl	1	3					flpsbr	invsbr	invsbru	invsbru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword4	-10		
Tulwar	swor	2wpn	9fc	flc	9fc	0		4	1	0	xxx			20	44			0	0	0	0		10	100		70	42	40		37	1	25	1879	21583			flc	9fc	7fc	1hs	1hs	5	1hsl	1	3					flpflc	invflc			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword2	10		
Dimensional Blade	xbow	2wpn	9cr	crs	9cr	0		2	1	0	xxx			17	44			0	0	0	0	1	-30	90	60	85	60	38		37	1	25	5345	53639			crs	9cr	7cr	1hs	1hs	5	1hsl	2	3					flpcrs	invcrs	inv9cru	inv9cru	1	6	0		0	item_sword	12	item_sword	0	0	5	0	5	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1	0		4	ItemTypeSpellBlade5	-30		
Battle Sword	swor	2wpn	9bs	bsd	9bs	0		4	1	0	xxx			20	43			0	0	0	0			110	20	92	43	40		40	1	25	2710	31596			bsd	9bs	7bs	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword3			
Rune Sword	swor	2wpn	9ls	lsd	9ls	0		4	1	0	xxx			13	53			0	0	0	0	1	-10	90	80	103	79	55		44	1	25	3888	47668			lsd	9ls	7ls	1hs	1hs	5	1hsl	2	3					flplsd	invlsd	inv9lsu	inv9lsu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword4	-10		
Ancient Sword	swor	2wpn	9wd	flc	9wd	0		4	1	0	xxx			23	54			0	0	0	0	1		100		127	88	55		49	1	25	5033	67052			wsd	9wd	7wd	1hs	1hs	5	1hsl	1	3					flpwsd	invwsd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword3			
Nihonto	kata	2wpn	92h	clm	92h	0		4	1	0	xxx			10	33			23	50	0	0	3	-20	70	100	73	45	75		37	1	25	1786	20717		365	2hs	92h	72h	ht1	ht1	5	1hsl	1	4					flp2hs	inv2hs	inv2hsu	inv2hsu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword5	-20		
Dacian Falx	swor	2wpn	9cm	clm	9cm	0		4	1	0	xxx			17	38	1	1	33	77	0	0	2	10	105		91	20	63		42	1	25	3269	39022			clm	9cm	7cm	1hs	2hs	5	2hss	1	4					flpclm	invclm			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword2	10		
Tusk Sword	swor	2wpn	9gs	gsd	9gs	0		4	1	0	xxx			13	47	1	1	24	73	0	0	2		110		104	71	63		45	1	25	3742	47093			gis	9gs	7gs	1hs	2hs	5	2hss	1	4					flpgis	invgis	invgisu	invgisu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword3			
Gothic Sword	swor	2wpn	9b9	clm	9b9	0		4	1	0	xxx			18	50	1	1	49	75	0	0	1	-10	110		113	20	50		48	1	25	4970	64945			bsw	9b9	7b7	1hs	2hs	5	2hss	1	4					flpbsw	invbsw	invbswu	invbswu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword4	-10		
Zweihander	swor	2wpn	9fb	clm	9fb	0		4	1	0	xxx			24	44	1	1	37	68	0	0	2		110	20	125	94	63		49	1	25	6000	78900			flb	9fb	7fb	1hs	2hs	5	2hss	2	4					flpflb	invflb	inv9fbu	inv9fbu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword3			
Executioner Sword	swor	2wpn	9gd	gsd	9gd	0		4	1	0	xxx			30	50	1	1	59	100	0	0	2	10	120		170	110	63		54	1	25	8522	120952			gsd	9gd	7gd	1hs	2hs	5	2hss	2	4					flpgsd	invgsd	invgsdu	invgsdu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword2	10		
Poignard	knif	2wpn	9dg	dgr	9dg	0		2	1	0	xxx			8	23			0	0	0	0		-20	75	75	25		20		31	1	19	384	6576			dgr	9dg	7dg	1ht	1ht	5	1ht	1	2					flpdgr	invdgr			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeKnife5	-20		
Rondel	knif	2wpn	9di	dir	9di	0		2	1	0	xxx			13	33			0	0	0	0			70	80	25		25		36	1	24	1517	17751			dir	9di	7di	1ht	1ht	5	1ht	1	2					flpdir	invdir			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeKnife3			
Cinquedeas	knif	2wpn	9kr	dir	9kr	0		2	1	0	xxx			19	39			0	0	0	0		-20	75	75	25		30		42	1	25	3185	38140		312	kri	9kr	7kr	1ht	1ht	5	1ht	1	3					flpkrs	invkrs	invkrsu	invkrsu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeKnife5	-20		
Stilleto	knif	2wpn	9bl	dgr	9bl	0		3	1	0	xxx			24	45			0	0	0	0		-10	75	75	47		30		46	1	25	4474	56546		312	bld	9bl	7bl	1ht	1ht	5	1ht	1	3					flpbld	invbld	inv9blu	inv9blu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeKnife4	-10		
Battle Dart	tkni	2wpn	9tk	dgr	9tk	0		2	1	0	xxx			10	20			0	0	14	30			75	75	25	52	8		31	1	19	2	4096			tkf	9tk	7tk	1ht	1ht	5	1ht	1	2	1	500	500	500	flptkn	invtkn			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeThrowKnife3			
Francisca	fthr	2wpn	9ta	hax	9ta	0		2	1	0	xxx			14	28			0	0	23	42		10	75	75	25	80	19		34	1	22	2	4512		376	tax	9ta	7ta	1hs	1hs	5	1hsl	1	2	1	500	500	500	flptax	invtax			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0		4	ItemTypeThrowAxe2	10		
War Dart	tkni	2wpn	9bk	dgr	9bk	0		2	1	0	xxx			8	30			0	0	18	34		-20	75	75	25	97	25		39	1	25	2	5180			bkf	9bk	7bk	1ht	1ht	5	1ht	1	2	1	500	500	500	flpbkf	invbkf			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeThrowKnife5	-20		
Hurlbat	taxe	2wpn	9b8	hax	9b8	0		2	1	0	xxx			17	34			0	0	30	43		-10	75	75	25	106	20		41	1	25	2	5502			bal	9b8	7b8	1hs	1hs	5	1hsl	2	3	1	500	500	500	flpbal	invbal			1	4	0	primarily thrown	0	item_sword	12	item_sword	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeThrowAxe4	-10		
War Javelin	jave	2wpn	9ja	jav	9ja	0		4	1	0	xxx			8	24			0	0	18	40	2	-10	75	75		25	13		30	1	18	2	4220			jav	9ja	7ja	1ht	1ht	5	1ht	1	3	1	500	500	500	flpjav	invjav			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			1	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeJavelin4	-10		
Great Pilum	jave	2wpn	9pi	pil	9pi	0		4	1	0	xxx			14	33			0	0	20	53	2		75	75		88	15		37	1	25	2	5125			pil	9pi	7pi	1ht	1ht	5	1ht	1	3	1	500	500	500	flppil	invpil			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeJavelin3			
Simbilan	jave	2wpn	9s9	jav	9s9	0		4	1	0	xxx			10	40			0	0	34	63	2	10	75	75		80	18		40	1	25	2	5580			ssp	9s9	7s7	1ht	1ht	5	1ht	1	3	1	500	500	500	flpssp	invssp			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeJavelin2	10		
Spiculum	fthr	2wpn	9gl	glv	9gl	0		4	1	0	xxx			17	48			0	0	40	75	2	20	75	75		73	20		46	1	25	2	6434		376	glv	9gl	7gl	1ht	1ht	5	1ht	1	4	1	500	500	500	flpglv	invglv			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeJavelin1	20		
Harpoon	fthr	2wpn	9ts	pil	9ts	0		4	1	0	xxx			17	44			0	0	23	68	2	-10	75	75		100	23		51	1	25	2	7130		376	tsp	9ts	7ts	1ht	1ht	5	1ht	1	4	1	500	500	500	flptsp	invtsp			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeJavelin4	-10		
War Spear	pole	2wpn	9sr	spr	9sr	0		4	1	0	xxx			0	0		1	13	47	0	0	3	-10	100		25	25	38		33	1	21	960	11720			spr	9sr	7sr	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypePolearm4	-10		
Fuscina	pole	2wpn	9tr	tri	9tr	0		4	1	0	xxx			0	0		1	24	47	0	0	3		100		77	25	44		36	1	24	1879	21013			tri	9tr	7tr	2ht	2ht	5	2ht	2	4					flptri	invtri	invtriu	invtriu	1	6	0	2 square reach	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypePolearm3			
War Fork	pole	2wpn	9br	brn	9br	0		4	1	0	xxx			0	0		1	20	50	0	0	4	-20	100		80	95	35		41	1	25	3029	35645			brn	9br	7br	2ht	2ht	5	2ht	2	4					flpbrn	invbrn	inv9bru	inv9bru	1	6	0	2 square reach	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypePolearm5	-20		
Yari	pole	2wpn	9st	tri	9st	0		4	1	0	xxx			0	0		1	37	74	0	0	4		100		101		35		44	1	25	4253	51681			spt	9st	7st	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	6	0	2 square reach	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypePolearm3			
Lance	pole	2wpn	9p9	pik	9p9	0		4	1	0	xxx			0	0		1	34	143	0	0	4	20	100		110	88	32		47	1	25	5095	65069			pik	9p9	7p7	2ht	2ht	5	2ht	2	4					flppik	invpik			1	6	0	3 square reach	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypePolearm1	20		
Lochaber Axe	pole	2wpn	9b7	hal	9b7	0		4	1	0	xxx			0	0		1	8	73	0	0	2	10	100		80		63		33	1	21	965	11760			bar	9b7	7o7	stf	stf	5	2hsl	2	4					flpbar	invbar			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypePolearm2	10		
Bill	pole	2wpn	9vo	hal	9vo	0		4	1	0	xxx			0	0		1	18	67	0	0	2		100		95		63		37	1	25	1706	19984			vou	9vo	7vo	stf	stf	5	2hsl	2	4					flpvou	invvou			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypePolearm3			
Grim Scythe	scyt	2wpn	9s8	scy	9s8	0		4	1	0	xxx			0	0		1	23	57	0	0	1	-20	100	50	75		82		40	1	25	2275	27252		315	scy	9s8	7s8	stf	stf	5	2hsl	2	4					flpscy	invscy	inv9s8u	inv9s8u	1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeScythe5	-20		
Partizan	pole	2wpn	9pa	hal	9pa	0		4	1	0	xxx			0	0		1	43	94	0	0	3	10	100		113	67	82		35	1	23	4322	41821			pax	9pa	7pa	stf	stf	5	2hsl	2	4					flppax	invpax			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypePolearm2	10		
